c Minimum Spanning Tree
c
c nodes:  200 ; arcs:  800 ; cost range:  -5 - 10
c
p mst  200 800
e  73 133 4
e  120 134 -1
e  105 135 3
e  44 136 2
e  85 137 9
e  87 138 -1
e  115 139 -1
e  89 140 -5
e  113 141 1
e  73 142 1
e  132 143 2
e  71 144 6
e  12 145 6
e  35 146 7
e  97 147 -3
e  123 148 0
e  139 149 5
e  120 150 1
e  25 151 10
e  51 152 5
e  85 153 2
e  79 154 9
e  3 155 -5
e  72 156 3
e  77 157 6
e  92 158 5
e  118 159 9
e  69 160 10
e  137 161 10
e  52 162 5
e  83 163 7
e  142 164 8
e  6 165 9
e  14 166 10
e  39 167 -1
e  69 168 9
e  15 169 -3
e  125 170 -3
e  0 171 2
e  51 172 0
e  100 173 1
e  89 174 4
e  119 175 -2
e  58 176 -5
e  80 177 9
e  111 178 8
e  34 179 8
e  104 180 6
e  134 181 9
e  87 182 10
e  86 183 -2
e  90 184 10
e  25 185 -4
e  75 186 10
e  178 187 -3
e  5 188 1
e  116 189 4
e  87 190 5
e  28 191 5
e  22 192 7
e  60 193 8
e  110 194 -2
e  59 195 -5
e  128 196 8
e  111 197 -2
e  48 198 2
e  102 199 -4
e  17 46 4
e  20 174 -2
e  16 134 -5
e  131 199 6
e  132 168 8
e  10 48 7
e  20 104 6
e  45 77 7
e  24 95 -3
e  54 145 -1
e  14 28 3
e  112 125 10
e  138 144 9
e  9 36 10
e  33 73 8
e  13 33 7
e  54 89 -2
e  0 37 0
e  31 142 9
e  21 45 -4
e  82 125 -3
e  128 172 10
e  115 183 -2
e  5 126 8
e  118 124 0
e  47 198 -5
e  71 136 -3
e  29 103 10
e  103 106 6
e  3 66 6
e  97 104 -2
e  9 38 -1
e  123 166 6
e  18 195 1
e  18 93 -4
e  99 107 0
e  119 149 -4
e  6 127 5
e  76 165 7
e  77 104 8
e  31 47 0
e  80 149 2
e  14 198 -3
e  86 161 8
e  91 129 1
e  6 184 6
e  85 95 9
e  107 175 7
e  126 167 7
e  13 35 6
e  75 102 2
e  2 127 -2
e  22 76 1
e  81 145 -5
e  45 97 9
e  48 157 10
e  65 140 5
e  110 181 3
e  177 196 10
e  88 194 2
e  136 181 7
e  8 71 9
e  56 153 -3
e  110 188 8
e  74 153 4
e  9 56 -1
e  153 168 -5
e  100 197 -1
e  84 157 -1
e  92 141 -2
e  85 161 -3
e  33 104 -2
e  32 97 8
e  20 66 9
e  72 102 7
e  69 142 -3
e  31 195 5
e  2 39 4
e  20 119 -3
e  0 166 9
e  63 166 -1
e  65 79 4
e  106 189 -4
e  102 196 0
e  140 193 0
e  37 122 6
e  30 63 -4
e  68 84 -1
e  11 101 -5
e  18 52 -5
e  35 190 7
e  33 74 4
e  33 97 1
e  72 145 -3
e  56 124 -1
e  139 190 2
e  21 164 -5
e  22 177 -2
e  103 116 -4
e  98 116 -5
e  8 189 2
e  180 198 6
e  126 183 9
e  124 189 4
e  134 136 2
e  32 85 -4
e  40 123 -1
e  35 163 -5
e  3 158 -5
e  14 27 -4
e  8 104 4
e  34 139 -5
e  26 193 -5
e  51 175 5
e  87 160 10
e  163 189 4
e  117 123 -5
e  35 134 7
e  74 138 1
e  79 148 3
e  176 186 3
e  49 89 -5
e  3 144 8
e  152 153 10
e  27 108 1
e  148 158 -2
e  69 112 0
e  16 143 3
e  15 53 0
e  133 142 10
e  22 114 -3
e  50 115 3
e  2 53 -3
e  35 184 4
e  140 153 -2
e  6 70 8
e  21 63 5
e  24 93 10
e  2 6 9
e  167 179 9
e  23 68 10
e  44 87 8
e  139 151 8
e  170 193 3
e  144 175 0
e  73 187 -5
e  56 143 4
e  49 194 8
e  1 121 10
e  79 137 -5
e  47 158 9
e  118 132 -5
e  31 118 -2
e  136 148 2
e  75 101 -3
e  129 160 6
e  185 193 3
e  178 190 4
e  132 144 9
e  66 175 -4
e  12 191 -2
e  104 187 9
e  74 187 -2
e  145 196 5
e  35 89 1
e  49 95 -3
e  112 155 0
e  98 153 -1
e  111 184 1
e  112 172 0
e  146 155 10
e  61 189 3
e  112 145 0
e  57 197 4
e  38 89 -4
e  133 141 5
e  155 166 8
e  25 88 7
e  41 163 -5
e  21 115 -4
e  44 60 -3
e  66 168 7
e  7 27 10
e  14 147 -2
e  0 44 3
e  31 131 1
e  80 185 -2
e  55 121 10
e  114 118 7
e  57 188 -2
e  63 129 8
e  26 107 -1
e  107 136 -1
e  108 171 4
e  128 174 2
e  30 137 0
e  115 148 5
e  65 186 -5
e  9 20 10
e  2 187 -1
e  36 181 0
e  65 136 2
e  121 184 9
e  41 84 9
e  119 142 2
e  168 196 -2
e  11 87 2
e  116 161 3
e  48 83 4
e  51 199 8
e  141 168 4
e  19 87 -5
e  77 107 2
e  87 146 -5
e  3 59 -2
e  138 152 5
e  6 59 -3
e  114 186 5
e  116 154 4
e  39 162 4
e  170 195 -5
e  41 55 8
e  54 186 -3
e  110 124 1
e  145 153 -2
e  29 115 1
e  11 141 10
e  59 142 -2
e  46 109 7
e  22 164 1
e  110 118 5
e  115 124 6
e  60 92 8
e  8 136 -3
e  152 187 -4
e  182 195 9
e  52 131 -2
e  131 193 5
e  37 166 4
e  39 146 -5
e  47 142 -2
e  65 178 9
e  42 167 -1
e  129 184 8
e  17 34 -3
e  80 158 5
e  51 184 7
e  47 162 -5
e  156 160 10
e  48 91 10
e  15 180 4
e  155 169 0
e  151 188 2
e  61 86 3
e  31 60 -1
e  123 132 9
e  114 169 8
e  62 127 -3
e  52 76 1
e  81 140 -1
e  17 57 6
e  26 123 7
e  60 188 2
e  114 123 -3
e  79 127 5
e  72 79 5
e  160 198 10
e  162 197 9
e  81 102 6
e  66 166 1
e  21 188 10
e  127 174 8
e  22 129 4
e  21 141 1
e  27 167 1
e  72 146 2
e  95 137 -1
e  150 163 3
e  6 30 -1
e  95 160 -4
e  26 153 -5
e  35 60 -5
e  74 170 5
e  11 33 8
e  86 150 -3
e  8 73 -1
e  32 83 8
e  139 148 4
e  159 199 1
e  52 119 5
e  40 196 -2
e  20 91 1
e  21 70 0
e  41 124 -1
e  130 140 3
e  118 147 2
e  51 112 -1
e  34 91 -3
e  87 104 4
e  87 141 -2
e  5 185 6
e  4 171 -2
e  135 172 4
e  17 89 5
e  104 129 -4
e  29 65 3
e  56 68 3
e  9 183 -2
e  92 111 4
e  34 125 5
e  76 181 1
e  16 87 -4
e  89 138 3
e  12 154 10
e  132 180 0
e  66 113 -5
e  0 39 6
e  91 137 6
e  11 197 1
e  67 199 8
e  4 127 0
e  168 191 7
e  59 65 4
e  73 138 4
e  168 195 -3
e  10 183 9
e  107 137 -1
e  20 39 -4
e  76 135 9
e  49 140 -1
e  0 116 -4
e  91 198 9
e  64 112 7
e  22 172 1
e  15 119 6
e  66 143 -4
e  36 155 -1
e  57 198 -2
e  85 147 1
e  150 153 -1
e  45 68 -5
e  103 198 4
e  14 114 7
e  92 177 8
e  86 182 7
e  54 103 -2
e  138 168 8
e  11 23 -5
e  25 196 7
e  53 113 10
e  30 68 0
e  137 170 -4
e  51 198 4
e  32 151 4
e  10 14 4
e  85 150 -4
e  104 194 3
e  142 165 8
e  147 150 7
e  42 86 4
e  84 180 -5
e  53 134 4
e  50 96 6
e  84 178 -2
e  24 130 -5
e  20 62 -2
e  92 118 -4
e  57 87 -4
e  38 166 6
e  37 169 0
e  62 112 10
e  93 108 -1
e  120 198 -1
e  72 136 9
e  40 183 -5
e  24 120 3
e  46 108 7
e  15 75 -1
e  34 193 3
e  40 171 4
e  133 180 -2
e  117 153 3
e  80 145 5
e  127 184 7
e  58 119 -2
e  24 69 6
e  144 189 -5
e  74 167 3
e  26 195 -2
e  14 179 -1
e  26 136 -3
e  98 173 4
e  19 103 -1
e  1 42 -2
e  42 64 -2
e  50 165 -5
e  54 140 1
e  76 195 4
e  59 189 6
e  160 184 3
e  72 155 -1
e  15 21 -5
e  34 59 8
e  5 148 -4
e  138 151 7
e  87 145 1
e  143 185 8
e  137 163 8
e  2 50 8
e  5 94 -3
e  85 126 -2
e  110 161 -5
e  61 171 2
e  26 81 6
e  32 48 -4
e  44 187 -5
e  47 110 -4
e  56 166 0
e  86 90 -2
e  64 90 8
e  55 169 2
e  115 199 1
e  51 151 -2
e  26 163 6
e  11 138 1
e  1 27 10
e  3 106 6
e  128 189 9
e  23 43 5
e  7 106 6
e  116 173 6
e  171 182 0
e  22 146 -1
e  10 56 1
e  35 176 -4
e  14 40 4
e  48 53 2
e  34 141 -3
e  120 191 0
e  75 82 0
e  16 29 7
e  59 143 10
e  50 85 10
e  194 196 9
e  34 62 -4
e  17 108 -3
e  33 88 7
e  35 101 -2
e  14 133 -5
e  114 197 3
e  45 85 -3
e  91 172 0
e  51 178 7
e  22 193 -5
e  124 142 10
e  3 79 0
e  135 170 -4
e  32 126 0
e  2 18 -2
e  60 110 -1
e  60 194 -3
e  65 164 1
e  47 159 9
e  29 125 -1
e  191 197 -2
e  26 160 4
e  78 165 -3
e  23 198 10
e  9 13 8
e  173 191 0
e  67 145 9
e  44 62 9
e  23 30 10
e  9 18 7
e  2 162 5
e  127 191 -1
e  29 122 1
e  23 107 6
e  87 98 3
e  105 114 -4
e  87 192 9
e  82 150 1
e  8 137 1
e  9 65 1
e  41 42 0
e  63 93 4
e  62 170 10
e  42 55 9
e  125 134 7
e  8 178 4
e  73 117 -3
e  1 70 9
e  57 73 2
e  83 110 3
e  106 150 6
e  15 33 2
e  119 151 1
e  39 71 0
e  27 168 -4
e  162 165 0
e  89 173 -3
e  28 131 2
e  91 196 4
e  82 121 2
e  51 102 -1
e  6 129 1
e  12 57 8
e  164 182 2
e  69 72 7
e  16 122 -4
e  101 111 -3
e  77 153 -3
e  127 161 4
e  37 176 8
e  86 95 0
e  138 165 4
e  75 190 8
e  37 160 -4
e  83 181 -1
e  58 64 7
e  81 142 -3
e  114 121 9
e  75 188 -2
e  68 171 7
e  66 97 10
e  93 180 6
e  128 188 4
e  3 170 3
e  37 107 6
e  136 152 -1
e  133 170 10
e  11 184 10
e  188 189 4
e  46 131 6
e  2 179 -4
e  35 165 -3
e  115 192 6
e  61 109 4
e  139 185 -3
e  39 188 8
e  107 165 -5
e  28 185 -4
e  96 157 8
e  79 103 7
e  32 129 -5
e  65 168 6
e  69 83 4
e  1 81 -3
e  30 153 -5
e  131 178 1
e  26 69 2
e  37 153 -5
e  21 67 -2
e  136 146 -2
e  139 160 -3
e  177 189 7
e  24 168 7
e  137 172 0
e  35 83 3
e  3 181 -2
e  122 154 0
e  57 99 10
e  104 189 -5
e  65 187 0
e  122 155 -4
e  46 74 9
e  123 131 -3
e  79 131 -2
e  165 187 10
e  56 152 8
e  61 89 -2
e  78 161 6
e  61 91 -4
e  36 126 -3
e  32 104 0
e  4 40 6
e  93 122 -5
e  167 168 0
e  79 183 6
e  78 87 10
e  128 153 3
e  172 199 9
e  82 163 -5
e  45 88 1
e  67 95 -3
e  115 165 4
e  38 146 10
e  171 189 -3
e  9 85 9
e  92 136 9
e  5 192 -2
e  138 154 3
e  100 112 -1
e  70 136 8
e  132 145 0
e  52 53 -2
e  1 86 -1
e  192 195 8
e  21 119 -3
e  72 90 0
e  27 97 0
