c Minimum Spanning Tree
c
c nodes:  100 ; arcs:  800 ; cost range:  -5 - 10
c
p mst  100 800
e  15 36 2
e  46 51 -1
e  20 84 6
e  8 50 7
e  7 75 -1
e  22 69 4
e  0 48 0
e  68 91 6
e  65 68 6
e  65 69 5
e  10 47 8
e  1 44 2
e  56 91 6
e  67 75 9
e  17 82 1
e  7 52 -1
e  20 44 -1
e  49 83 -3
e  24 48 4
e  49 71 6
e  46 69 -4
e  73 85 7
e  43 45 6
e  26 35 -2
e  23 39 1
e  4 78 3
e  23 97 10
e  20 65 0
e  7 34 4
e  33 51 -4
e  72 96 4
e  87 95 1
e  29 89 2
e  32 90 5
e  10 25 10
e  12 79 9
e  3 74 8
e  11 71 -3
e  10 48 9
e  74 79 2
e  40 98 -5
e  65 91 10
e  10 97 7
e  12 43 1
e  15 41 -5
e  28 62 -4
e  9 75 3
e  60 77 10
e  0 76 -3
e  32 77 -1
e  57 58 2
e  42 75 -5
e  27 60 1
e  15 44 0
e  14 98 -3
e  73 83 -5
e  77 90 3
e  26 59 0
e  4 89 -2
e  6 40 3
e  13 21 6
e  62 79 1
e  25 71 7
e  20 37 10
e  35 39 2
e  3 89 8
e  23 37 -5
e  20 27 3
e  32 71 -2
e  20 88 7
e  73 84 -1
e  65 67 10
e  8 62 4
e  1 87 -5
e  33 87 -3
e  40 69 -2
e  9 73 2
e  12 84 4
e  17 71 -1
e  29 52 7
e  32 56 -5
e  48 79 3
e  50 84 0
e  8 68 0
e  35 99 0
e  56 79 6
e  51 97 -1
e  68 94 -2
e  35 61 -1
e  80 91 -2
e  90 96 1
e  2 4 5
e  58 91 -5
e  63 74 9
e  18 57 8
e  36 49 5
e  71 96 -4
e  13 83 7
e  35 65 -3
e  66 94 -1
e  27 61 10
e  19 56 -1
e  50 80 10
e  88 99 2
e  6 77 2
e  53 99 7
e  23 64 0
e  88 98 2
e  60 70 9
e  0 24 -5
e  12 24 7
e  22 94 -3
e  4 88 -5
e  38 50 10
e  35 66 2
e  7 67 -2
e  53 90 10
e  15 30 1
e  57 75 8
e  7 97 3
e  14 39 4
e  11 62 6
e  64 94 10
e  30 73 3
e  4 37 5
e  77 88 3
e  79 98 2
e  9 95 6
e  8 64 10
e  3 64 -4
e  78 92 7
e  23 33 4
e  42 79 1
e  63 92 10
e  45 92 -3
e  48 66 5
e  35 92 10
e  46 94 -3
e  39 70 7
e  30 31 8
e  15 19 -3
e  25 72 -2
e  15 67 6
e  10 93 -2
e  33 94 9
e  48 69 0
e  59 80 5
e  7 88 -1
e  15 83 8
e  10 46 1
e  17 56 2
e  2 28 1
e  31 66 1
e  76 90 9
e  7 63 -5
e  63 88 1
e  66 93 -4
e  54 82 -4
e  1 25 0
e  76 97 4
e  35 77 4
e  1 27 7
e  12 25 5
e  64 85 3
e  48 88 4
e  30 96 4
e  29 68 -2
e  49 70 4
e  20 52 -4
e  76 79 -1
e  46 64 5
e  24 37 -1
e  28 50 7
e  11 49 2
e  33 92 1
e  21 91 -1
e  65 85 -3
e  16 66 -1
e  50 79 6
e  16 93 2
e  31 72 -4
e  26 60 2
e  69 85 4
e  15 70 1
e  19 82 10
e  14 17 -4
e  55 80 -1
e  37 97 -5
e  64 96 -4
e  19 67 2
e  79 93 6
e  44 63 10
e  27 57 -1
e  6 65 8
e  16 97 -1
e  54 55 -3
e  28 36 -5
e  2 32 6
e  13 95 -2
e  30 77 6
e  61 73 -3
e  48 92 1
e  2 10 10
e  20 90 -5
e  48 50 -1
e  56 93 6
e  96 98 -3
e  25 42 6
e  71 77 10
e  41 45 8
e  30 61 -3
e  37 48 -1
e  62 98 0
e  39 75 -2
e  2 46 9
e  50 66 -3
e  39 91 -5
e  54 60 7
e  45 83 -1
e  29 38 6
e  71 73 5
e  10 54 2
e  3 66 -1
e  2 41 -4
e  27 37 7
e  24 53 -3
e  1 14 -3
e  86 91 9
e  53 83 3
e  32 62 7
e  20 22 -2
e  22 58 9
e  48 99 2
e  46 82 7
e  5 15 4
e  33 67 -5
e  6 8 -3
e  6 43 7
e  39 72 4
e  19 54 1
e  13 69 3
e  33 58 1
e  65 72 -4
e  12 82 10
e  25 47 3
e  18 89 2
e  17 37 7
e  60 76 5
e  52 99 3
e  87 96 9
e  0 75 5
e  0 9 0
e  71 94 1
e  6 96 7
e  34 72 -3
e  18 91 5
e  40 43 1
e  19 49 7
e  9 38 -3
e  27 94 9
e  41 53 5
e  8 10 4
e  9 78 -3
e  75 90 5
e  69 84 10
e  29 34 2
e  49 87 3
e  1 42 10
e  27 79 2
e  40 88 10
e  5 28 3
e  4 44 3
e  36 52 -5
e  20 69 7
e  68 69 6
e  55 57 5
e  10 91 9
e  16 17 4
e  54 68 7
e  80 85 -5
e  53 66 -4
e  18 48 -4
e  58 64 0
e  40 54 0
e  7 95 7
e  72 92 -1
e  61 69 7
e  11 32 10
e  14 69 5
e  37 60 -1
e  15 63 10
e  21 39 -5
e  66 73 -4
e  41 93 0
e  40 51 8
e  90 93 4
e  7 28 6
e  53 61 6
e  18 65 2
e  80 96 7
e  11 78 -4
e  61 97 6
e  22 53 9
e  3 18 9
e  21 49 -5
e  77 85 6
e  72 86 -1
e  93 95 6
e  67 95 1
e  10 58 6
e  15 57 3
e  17 63 6
e  44 53 0
e  51 79 0
e  52 85 -2
e  7 33 7
e  57 62 0
e  49 66 9
e  45 77 -3
e  38 77 6
e  5 7 8
e  77 95 9
e  53 79 7
e  21 50 -1
e  83 89 8
e  27 84 -2
e  36 45 9
e  85 87 6
e  56 72 10
e  50 73 3
e  26 99 5
e  86 93 0
e  80 83 -4
e  13 93 -3
e  36 39 8
e  74 87 -5
e  47 77 5
e  35 44 8
e  12 42 8
e  5 76 5
e  27 91 6
e  24 32 -5
e  37 92 7
e  36 73 -3
e  0 81 10
e  1 3 -2
e  14 38 8
e  53 81 7
e  26 42 2
e  12 92 10
e  48 76 6
e  15 69 10
e  6 31 2
e  36 72 -3
e  29 62 4
e  31 60 2
e  11 34 -2
e  32 80 1
e  3 55 3
e  69 83 3
e  25 44 3
e  56 65 2
e  1 78 0
e  64 68 3
e  66 89 4
e  35 88 -5
e  15 53 3
e  27 75 9
e  50 86 8
e  53 97 7
e  17 27 10
e  10 65 2
e  58 99 -3
e  39 58 -3
e  14 95 0
e  59 68 -1
e  11 85 -4
e  7 62 7
e  47 81 1
e  48 87 4
e  11 21 8
e  23 93 9
e  49 50 2
e  47 62 8
e  30 69 -1
e  28 68 0
e  2 13 2
e  7 43 3
e  6 25 3
e  11 56 -4
e  26 91 8
e  17 29 -4
e  22 96 9
e  9 97 1
e  48 78 8
e  9 37 6
e  4 50 10
e  51 54 -2
e  3 95 5
e  0 57 -1
e  91 97 -5
e  28 59 -5
e  61 62 -4
e  16 42 8
e  0 5 3
e  59 72 10
e  22 77 -2
e  92 97 3
e  53 75 1
e  5 64 9
e  16 64 4
e  38 80 5
e  84 96 9
e  55 85 1
e  69 95 6
e  54 67 3
e  12 40 7
e  51 82 0
e  30 40 -4
e  35 87 6
e  18 58 9
e  35 85 4
e  27 82 -3
e  34 64 -5
e  69 80 -2
e  23 67 -3
e  55 88 -3
e  10 61 3
e  5 23 -2
e  11 87 -3
e  43 98 4
e  53 80 3
e  64 84 -3
e  23 80 3
e  27 77 5
e  8 49 8
e  33 46 10
e  7 73 -3
e  89 96 7
e  0 84 0
e  1 76 8
e  46 99 8
e  1 83 6
e  3 38 2
e  49 81 4
e  29 74 7
e  26 56 9
e  70 90 0
e  28 42 7
e  43 97 2
e  42 44 4
e  39 53 9
e  9 82 8
e  58 80 -5
e  58 97 5
e  14 34 1
e  26 73 9
e  41 59 6
e  71 80 -5
e  31 35 2
e  50 98 2
e  47 66 -5
e  32 66 -1
e  16 89 5
e  91 99 2
e  31 93 0
e  14 74 2
e  3 12 6
e  81 98 7
e  1 90 2
e  7 80 7
e  50 62 -1
e  1 70 7
e  74 88 -2
e  18 29 9
e  5 74 -5
e  35 78 1
e  24 57 -4
e  57 94 7
e  58 87 2
