c Minimum Spanning Tree
c
c nodes:  1000 ; arcs:  12000 ; cost range:  -5 - 10
c
p mst  1000 12000
e  300 842 -2
e  20 843 -1
e  211 844 5
e  480 845 9
e  297 846 5
e  322 847 -5
e  285 848 -4
e  562 849 -3
e  286 850 7
e  465 851 3
e  453 852 -2
e  351 853 1
e  659 854 -4
e  438 855 1
e  446 856 2
e  701 857 -5
e  320 858 1
e  382 859 5
e  827 860 0
e  211 861 -1
e  6 862 -1
e  259 863 -3
e  276 864 8
e  172 865 10
e  150 866 7
e  657 867 -3
e  742 868 2
e  828 869 -5
e  521 870 -3
e  355 871 -5
e  355 872 -3
e  203 873 1
e  152 874 1
e  697 875 5
e  718 876 -1
e  564 877 -4
e  180 878 -1
e  682 879 5
e  769 880 0
e  329 881 -5
e  125 882 4
e  38 883 0
e  826 884 7
e  176 885 -1
e  289 886 -5
e  66 887 -1
e  437 888 9
e  15 889 8
e  593 890 2
e  262 891 2
e  469 892 4
e  6 893 0
e  785 894 5
e  352 895 3
e  452 896 6
e  871 897 -2
e  445 898 -3
e  304 899 2
e  65 900 3
e  233 901 1
e  526 902 10
e  474 903 -5
e  521 904 0
e  796 905 8
e  487 906 -1
e  464 907 -1
e  176 908 3
e  796 909 5
e  536 910 -4
e  718 911 -4
e  180 912 0
e  769 913 1
e  493 914 -4
e  216 915 -4
e  398 916 5
e  213 917 6
e  548 918 5
e  119 919 -3
e  694 920 6
e  918 921 -1
e  503 922 -4
e  394 923 9
e  439 924 6
e  809 925 7
e  901 926 8
e  17 927 -3
e  616 928 3
e  833 929 1
e  743 930 0
e  772 931 5
e  248 932 -2
e  273 933 8
e  363 934 7
e  681 935 -2
e  267 936 -2
e  308 937 5
e  635 938 -4
e  534 939 10
e  550 940 1
e  139 941 1
e  594 942 -1
e  378 943 10
e  225 944 -2
e  240 945 2
e  424 946 3
e  764 947 -1
e  287 948 3
e  509 949 10
e  721 950 -2
e  920 951 -5
e  890 952 1
e  271 953 1
e  804 954 3
e  423 955 1
e  590 956 5
e  120 957 -5
e  635 958 7
e  902 959 2
e  33 960 8
e  577 961 7
e  636 962 0
e  43 963 2
e  898 964 6
e  938 965 1
e  822 966 0
e  515 967 -1
e  500 968 3
e  557 969 8
e  857 970 -4
e  87 971 -5
e  297 972 -5
e  493 973 -1
e  517 974 4
e  910 975 6
e  34 976 3
e  93 977 -4
e  314 978 3
e  406 979 -3
e  576 980 4
e  520 981 -1
e  86 982 4
e  142 983 -4
e  109 984 9
e  670 985 1
e  230 986 8
e  409 987 6
e  151 988 7
e  413 989 3
e  801 990 2
e  372 991 2
e  394 992 10
e  673 993 6
e  816 994 -3
e  941 995 2
e  585 996 10
e  416 997 4
e  486 998 5
e  635 999 3
e  55 917 4
e  363 384 10
e  223 299 -5
e  649 847 9
e  451 464 9
e  687 780 10
e  350 840 4
e  131 483 0
e  120 650 9
e  129 929 10
e  12 277 7
e  804 845 3
e  112 181 4
e  182 463 10
e  25 832 7
e  542 678 5
e  170 388 0
e  40 187 1
e  469 611 4
e  33 957 7
e  314 467 -3
e  106 208 9
e  130 300 -2
e  413 508 2
e  561 790 9
e  405 476 6
e  761 811 10
e  836 843 -2
e  82 254 8
e  10 321 10
e  122 660 -5
e  22 591 -2
e  180 511 2
e  70 910 -5
e  151 680 -1
e  344 972 5
e  412 637 -4
e  121 631 2
e  91 375 7
e  389 841 8
e  151 898 3
e  333 788 -4
e  201 616 0
e  462 644 6
e  632 807 3
e  92 810 -5
e  391 955 0
e  845 881 4
e  519 705 -2
e  322 466 0
e  326 735 -5
e  745 964 2
e  566 901 1
e  167 310 -3
e  338 415 8
e  163 511 8
e  265 556 -5
e  127 854 4
e  364 583 6
e  357 779 -2
e  351 960 9
e  36 726 9
e  363 709 -1
e  235 370 1
e  224 682 4
e  442 698 6
e  912 991 -3
e  72 820 -3
e  259 651 8
e  763 898 -1
e  520 641 -4
e  395 905 10
e  468 653 -4
e  457 870 0
e  432 981 2
e  149 752 -4
e  42 852 -2
e  600 940 4
e  264 873 5
e  206 414 -2
e  321 657 10
e  318 340 9
e  819 994 10
e  623 982 -3
e  422 440 -1
e  325 466 8
e  439 792 6
e  290 841 -5
e  109 491 7
e  388 498 -3
e  627 948 1
e  269 892 7
e  10 457 0
e  318 429 1
e  639 948 6
e  242 324 1
e  132 204 3
e  56 406 2
e  474 522 -2
e  603 894 0
e  432 789 0
e  64 444 -2
e  150 590 -1
e  388 456 -4
e  51 900 10
e  273 498 -2
e  722 899 -3
e  349 600 1
e  514 827 6
e  43 734 7
e  101 829 -4
e  11 706 -3
e  203 858 2
e  35 849 7
e  22 551 7
e  420 482 3
e  295 596 -2
e  327 955 -4
e  330 731 -1
e  306 580 4
e  385 876 10
e  237 944 4
e  483 524 4
e  508 521 -3
e  244 982 1
e  49 408 3
e  213 790 -2
e  663 701 4
e  114 628 7
e  872 957 4
e  82 157 9
e  361 779 10
e  371 428 -5
e  395 646 -5
e  618 783 6
e  846 920 -4
e  354 550 -1
e  119 905 0
e  527 908 5
e  486 706 4
e  14 352 7
e  642 989 8
e  533 573 10
e  120 401 -4
e  234 621 4
e  284 454 1
e  94 492 3
e  675 699 2
e  342 785 7
e  51 699 -3
e  573 871 -3
e  631 865 9
e  79 896 -3
e  107 655 6
e  280 766 0
e  248 291 0
e  392 442 1
e  152 330 -3
e  589 652 10
e  8 906 6
e  220 765 -3
e  345 548 0
e  173 613 -1
e  212 501 4
e  805 835 3
e  357 600 3
e  523 945 -1
e  338 356 2
e  440 971 9
e  63 802 -4
e  420 530 -5
e  349 942 -5
e  518 626 6
e  275 751 9
e  125 851 -4
e  53 523 -4
e  277 511 5
e  562 932 9
e  246 378 -4
e  358 921 -3
e  31 878 -4
e  312 913 9
e  229 849 -4
e  49 932 0
e  554 718 0
e  534 972 -4
e  138 647 6
e  107 531 2
e  70 551 4
e  150 531 -3
e  833 904 -4
e  339 453 10
e  337 544 5
e  176 693 3
e  151 878 3
e  294 858 -5
e  108 250 9
e  58 596 -3
e  654 678 8
e  157 168 2
e  782 927 1
e  97 327 6
e  581 985 3
e  34 716 6
e  18 684 -3
e  736 891 4
e  403 578 -1
e  247 258 -5
e  377 902 4
e  4 901 9
e  29 359 -4
e  729 923 2
e  618 984 -3
e  0 413 -4
e  273 708 -5
e  377 781 9
e  318 972 -4
e  844 915 9
e  47 443 10
e  555 900 -1
e  344 518 -5
e  323 590 3
e  245 930 9
e  269 555 6
e  860 906 8
e  621 798 1
e  602 668 8
e  731 902 -1
e  573 876 -2
e  568 902 9
e  752 960 1
e  236 789 5
e  268 730 7
e  105 484 8
e  22 68 2
e  507 906 -1
e  97 997 3
e  75 194 9
e  270 822 5
e  337 359 -1
e  253 750 6
e  1 584 2
e  168 264 -3
e  297 567 -3
e  141 463 4
e  207 626 -5
e  83 459 8
e  115 768 0
e  132 287 -1
e  306 960 2
e  602 863 3
e  761 961 8
e  504 882 10
e  80 386 1
e  439 965 8
e  355 971 -4
e  167 588 3
e  676 698 2
e  905 990 5
e  307 778 4
e  59 586 -5
e  253 782 -5
e  275 655 -4
e  398 404 9
e  149 694 -2
e  441 653 0
e  358 368 9
e  176 508 -5
e  354 901 9
e  39 764 9
e  577 759 6
e  43 462 6
e  120 974 8
e  98 738 -2
e  761 937 6
e  244 790 6
e  147 958 10
e  428 569 5
e  81 712 -1
e  711 718 -4
e  289 700 3
e  289 639 -2
e  276 744 -1
e  57 239 9
e  65 381 -1
e  773 989 5
e  3 60 1
e  399 804 -3
e  256 672 -3
e  429 591 9
e  139 296 4
e  94 239 -3
e  52 897 -3
e  204 209 -3
e  363 423 3
e  130 511 2
e  102 740 3
e  366 877 3
e  324 905 10
e  454 873 9
e  331 740 1
e  96 785 5
e  157 556 7
e  868 876 0
e  223 933 3
e  662 798 -4
e  49 380 9
e  226 574 2
e  551 822 -3
e  621 755 5
e  630 861 -5
e  651 781 -5
e  415 961 4
e  293 548 4
e  919 996 1
e  101 713 8
e  215 382 -2
e  456 565 4
e  388 400 -1
e  264 868 7
e  579 921 7
e  596 717 6
e  163 220 3
e  310 575 -4
e  372 721 9
e  162 887 6
e  488 741 8
e  479 680 7
e  790 941 4
e  171 931 8
e  522 705 -3
e  435 811 -5
e  24 980 9
e  34 940 4
e  412 892 -4
e  405 629 5
e  57 739 -5
e  633 819 1
e  594 965 1
e  297 660 -4
e  326 441 2
e  465 561 8
e  110 138 -3
e  744 981 3
e  259 839 8
e  69 266 9
e  41 305 4
e  64 577 1
e  293 521 10
e  396 748 -3
e  369 388 -2
e  260 889 0
e  366 721 -4
e  210 802 -1
e  646 650 3
e  332 468 7
e  161 314 -3
e  197 998 3
e  22 860 -1
e  147 578 -5
e  138 478 8
e  349 867 3
e  178 337 8
e  45 138 -3
e  130 256 -2
e  341 882 7
e  234 713 10
e  213 690 2
e  69 502 8
e  131 161 -1
e  195 685 4
e  516 790 -2
e  362 586 5
e  616 936 4
e  273 662 4
e  636 988 4
e  131 944 4
e  35 539 5
e  238 901 -4
e  185 811 -3
e  415 551 0
e  198 373 5
e  415 571 -5
e  238 629 -2
e  222 309 8
e  300 901 -1
e  686 807 7
e  475 550 0
e  240 492 -4
e  387 956 8
e  650 977 3
e  452 900 2
e  294 332 -4
e  66 83 1
e  27 424 8
e  102 281 1
e  471 748 -1
e  126 659 -1
e  382 757 -4
e  220 728 8
e  505 953 5
e  201 614 -4
e  293 977 3
e  108 711 -5
e  595 626 -4
e  233 787 5
e  906 938 5
e  605 692 7
e  418 999 9
e  133 563 2
e  259 436 5
e  393 890 5
e  550 608 -4
e  837 926 7
e  117 444 5
e  551 578 8
e  123 953 -5
e  169 258 10
e  57 73 -5
e  413 509 -2
e  391 798 -2
e  187 271 -4
e  807 867 -3
e  307 573 6
e  407 679 3
e  260 893 2
e  459 998 5
e  474 987 -4
e  93 350 0
e  35 195 8
e  719 720 3
e  18 762 3
e  235 309 -4
e  141 778 7
e  106 750 10
e  67 264 -3
e  309 355 6
e  393 510 1
e  227 729 1
e  725 994 -3
e  774 816 -3
e  217 774 5
e  780 993 8
e  298 910 -5
e  255 429 -5
e  311 320 -3
e  20 812 7
e  44 670 0
e  111 695 -5
e  98 769 -2
e  104 978 6
e  552 695 6
e  6 694 3
e  368 680 2
e  188 919 1
e  97 278 8
e  275 901 9
e  490 698 1
e  381 870 5
e  666 767 5
e  61 473 4
e  336 872 10
e  621 783 2
e  569 970 -1
e  208 772 -3
e  450 897 -5
e  502 973 10
e  685 952 3
e  434 994 6
e  22 313 2
e  641 887 -1
e  598 940 9
e  174 550 8
e  287 473 -2
e  319 641 -1
e  403 808 4
e  568 886 -4
e  93 355 1
e  228 901 5
e  137 249 10
e  356 926 5
e  459 511 1
e  13 455 5
e  483 789 6
e  468 729 3
e  172 309 1
e  266 562 9
e  107 947 -1
e  660 837 1
e  457 470 8
e  46 352 3
e  428 945 6
e  17 280 -5
e  0 100 6
e  460 798 5
e  513 719 9
e  261 650 8
e  183 328 1
e  274 987 -2
e  852 907 7
e  126 939 1
e  69 796 9
e  691 738 -4
e  39 495 1
e  100 550 4
e  307 606 6
e  235 850 6
e  542 545 6
e  256 760 6
e  636 817 4
e  269 813 -4
e  93 867 1
e  361 881 8
e  620 944 8
e  360 945 4
e  458 953 7
e  611 629 3
e  220 380 0
e  152 363 3
e  65 910 9
e  393 488 5
e  283 441 -1
e  229 401 2
e  441 584 -2
e  81 950 8
e  593 961 9
e  95 398 5
e  511 885 -4
e  110 635 -4
e  390 589 -2
e  486 555 -5
e  77 696 0
e  89 662 6
e  327 418 7
e  319 793 -4
e  119 731 2
e  523 659 8
e  436 666 -1
e  497 667 7
e  120 892 3
e  618 653 9
e  812 869 6
e  330 678 0
e  589 762 -4
e  380 585 6
e  538 669 -3
e  531 539 8
e  264 399 8
e  221 791 -3
e  723 963 -5
e  188 745 5
e  573 946 6
e  41 508 -2
e  706 995 -1
e  479 803 -2
e  543 729 9
e  374 491 -1
e  275 831 10
e  134 525 7
e  553 785 1
e  225 749 1
e  422 934 -2
e  723 845 -1
e  140 674 -1
e  51 724 1
e  23 124 8
e  175 851 5
e  570 699 -3
e  295 791 -3
e  258 821 5
e  767 951 1
e  292 970 0
e  24 514 9
e  886 894 -2
e  5 465 -2
e  557 597 -2
e  565 683 -1
e  51 308 -5
e  195 823 7
e  32 751 4
e  273 331 -1
e  639 718 -3
e  733 848 7
e  255 614 1
e  285 707 0
e  408 905 7
e  116 346 6
e  502 620 10
e  15 924 -2
e  407 430 -1
e  75 698 -5
e  113 225 6
e  397 875 7
e  36 390 9
e  47 152 5
e  677 718 -2
e  3 887 3
e  357 392 10
e  775 993 6
e  672 917 -4
e  811 836 5
e  403 729 -5
e  216 343 2
e  68 886 -4
e  190 942 -5
e  634 840 9
e  303 321 3
e  406 754 3
e  416 532 -1
e  191 957 4
e  416 595 -4
e  306 997 3
e  747 803 0
e  70 800 -3
e  207 569 2
e  691 890 0
e  164 644 7
e  96 900 4
e  247 622 3
e  426 807 1
e  259 458 -3
e  148 321 -1
e  54 187 -3
e  605 985 7
e  254 280 -4
e  189 259 0
e  173 573 -1
e  131 839 5
e  776 850 5
e  770 992 6
e  697 946 5
e  412 493 8
e  76 350 8
e  691 954 8
e  126 379 4
e  35 226 10
e  32 472 7
e  758 783 0
e  165 726 0
e  721 944 6
e  170 380 5
e  602 630 1
e  620 798 -4
e  158 242 0
e  103 924 -1
e  227 565 1
e  358 546 -1
e  49 702 -2
e  243 558 -4
e  21 130 -5
e  48 703 5
e  303 443 9
e  17 686 2
e  485 970 1
e  14 338 -1
e  305 939 -5
e  371 736 2
e  282 473 7
e  533 632 9
e  765 897 7
e  326 578 -3
e  99 474 3
e  99 500 1
e  422 952 0
e  63 122 -5
e  136 257 8
e  308 605 -4
e  28 867 3
